ENSEMBL,drug_claim_name
ENSG00000110203,#pemetrexed
ENSG00000110243,#lovastatin#rosuvastatin#atorvastatin#simvastatin
ENSG00000110245,#ISIS-APOCIIIRx#ritonavir
ENSG00000110324,#PEGILODECAKIN
ENSG00000110328,#tocilizumab#cisplatin
ENSG00000110330,#PMID25980951-Compound-18#PMID25980951-Compound-21#PMID25980951-Compound-27#PMID25980951-Compound-37#PMID25980951-Compound-43#PMID25980951-Compound-7#LCL161#BIRINAPANT#Birinapant#PMID25980951-Compound-1#PMID25980951-Compound-19#PMID25980951-Compound-20#PMID25980951-Compound-38#PMID25980951-Compound-41#PMID25980951-Compound-6#AT-406#HGS1029#BIRINAPANT#TL 32711#AEG40826#PMID25980951-Compound-22#PMID25980951-Compound-3#PMID25980951-Compound-36#PMID25980951-Compound-4#PMID25980951-Compound-42#PMID25980951-Compound-44#PMID25980951-Compound-5#AT-406#GDC0917#PMID25980951-Compound-16#PMID25980951-Compound-17#BESTATIN METHYL ESTER#AT-406
ENSG00000110395,#PRT062607#Crenolanib#Vemurafenib#Avapritinib#Dasatinib#DASATINIB#Gemcitabine#Midostaurin#TCDD#Neratinib#Erlotinib#SU11274#Sorafenib#ANTISENSE OLIGONUCLEOTIDES#Cobimetinib#Gilteritinib#IL-2#Entospletinib#Quizartinib#FLT3-LIGAND
ENSG00000110435,#ANTIOXIDANT#AUTOANTIGEN
ENSG00000110448,#IONOMYCIN#ZOLIMOMAB ARITOX#GM-CSF#ACTINOMYCIN D#INOSITOL#INTERLEUKINS#HMBA#TELIMOMAB ARITOX#PMA#DIFFERENTIATION AGENTS
ENSG00000110492,#RETINOIC ACID
ENSG00000110680,#Cizolirtine#AZD-7009#YM-934#Minoxidil#ACTIVIN#GALCANEZUMAB#botulinum toxin type a#Andolast#RP-49356#Dofetilide#Ibutilide#Iptakalim hydrochloride#ATI-2042#Bimakalim#EPTINEZUMAB#RANITIDINE#TESTOSTERONE PROPIONATE#Azimilide#Amiodarone#-CLP 1004#MSH-1001#HBI-3000#Diazoxide#Nibentan#NS-8#PREDNISONE#Amifampridine#Pinacidil#UK-66914#Dronedarone#AVE0118#K-201#FREMANEZUMAB#Dalfampridine#Nateglinide
ENSG00000110700,#ATALUREN#ELX-02#MT-3724#DORLIMOMAB ARITOX#CYCLOHEXIMIDE
ENSG00000110711,#TCDD
ENSG00000110717,#METFORMIN HYDROCHLORIDE#NV-128#ME-344
ENSG00000110721,#DEXAMETHASONE#TCD-717#TCD-717
ENSG00000110786,"#MESO-2,3-DIMERCAPTOSUCCINIC ACID"
ENSG00000110799,#ISOFLAVONES#MITOMYCIN#Recombinant von Willebrand factor/recombinant Factor VIII complex#DA-697b#VONICOG ALFA#PENTOXIFYLLINE#HEPARIN#CAPLACIZUMAB#ARC1779#RECOMBINANT ANTIHEMOPHILIC FACTOR#WARFARIN#STREPTOZOCIN#ANTIHEMOPHILIC FACTOR#N-ACETYLCYSTEINE#TNP-470#EGAPTIVON PEGOL#VITAMIN B6#THALIDOMIDE#RIBAVIRIN#PTK INHIBITORS#PREDNISONE#ALX-0081#ALX-0081#PHENYLEPHRINE#VINCRISTINE#VON WILLEBRAND FACTOR HUMAN#STZ#FACTOR VIII#METHYLENE BLUE#ALX-0681
ENSG00000110801,#BORTEZOMIB#CARFILZOMIB
ENSG00000110811,#sertraline
ENSG00000110848,#tocilizumab#ANTITUMOR ANTIBIOTICS#Bendamustine
ENSG00000110876,#NEIHULIZUMAB#Neihulizumab#RO-4905417#AbGn-168
ENSG00000110881,#PPC-5650#P-552#PPC-5650#Amiloride
ENSG00000110887,"#3-HYDROXYCOUMARIN#THIOPHENE-3-CARBOXYLIC ACID#BENZOIC ACID#TAK-831#5-CARBOXYFURO[3,2-B]PYRROLE"
ENSG00000110921,#alendronate
ENSG00000110931,"#JNJ-7706621#US9623028, Compound 101#PF-562271#DOVITINIB#CQ7#US9623028, Compound 79#AST-487"
ENSG00000110944,#USTEKINUMAB#CNTO 1275#Ustekinumab#TILDRAKIZUMAB#MIRIKIZUMAB#BRAZIKUMAB#EBDAROKIMAB#ustekinumab#USTEKINUMAB#USTEKINUMAB#BRIAKINUMAB#RISANKIZUMAB#BRIAKINUMAB#GUSELKUMAB
ENSG00000110958,#GENISTEIN#GEDUNIN#DIETHYLSTILBESTROL
ENSG00000111012,#ribavirin#INTERFERON GAMMA#rifampin#SOY PROTEIN#20S-HYDROXYVITAMIN D3#5-AZA-2&APOS;-DEOXYCYTIDINE#peginterferon alfa-2b#deferasirox#TRICHOSTATIN A#tenofovir disoproxil fumarate
ENSG00000111057,#ANTIVIRAL#MITOMYCIN-C#IL-6#RIBAVIRIN
ENSG00000111058,#antidepressants
ENSG00000111087,"#Isoflavone derivative 1#Isoflavone derivative 3#Isoflavone derivative 4#Isoflavone derivative 6#Isoflavone derivative 9#4ALPHA-HYDROPEROXY-5-ENOVATODIOLIDE#ALL-TRANS RETINOIC ACID#4-METHYLENE-5BETA-HYDROPEROXYOVATODIOLIDE#Imidazo bicyclic iminium derivative 1#PMID26666870-Compound-16#BETULINIC ACID#2,3-DIHYDROWITHAFERIN A#WITHAFERIN A#Isoflavone derivative 5#Isoflavone derivative 8#Imidazo bicyclic iminium derivative 2#Isoflavone derivative 2#Isoflavone derivative 7#COLUBRINIC ACID"
ENSG00000111142,#BELORANIB#SDX-7320#PPI-2458#TOSEDOSTAT#PPI-2458#XMT-1107#ACLIMOSTAT#D-Methionine#BELORANIB#M8891#Beloranib
ENSG00000111144,#ALBUMIN#ANTIINFLAMMATORY AGENTS#OPIOID#DIPHENYLETHER#4-PHENOXYPHENOL#4-(4-ETHOXYPHENOXY)PHENOL#Leukotriene receptor antagonists#DG051#Acebilustat#Bestatin#montelukast#ACEBILUSTAT#4-(4-METHOXYPHENOXY)PHENOL#4-METHOXYPHENOXYBENZENE
ENSG00000111181,#aspirin
ENSG00000111186,#fluorouracil#Platinum compounds
ENSG00000111199,#NSC-677436#phorbol 12-myristate 13-acetate#BUTAMBEN PICRATE#BUTAMBEN#GSK2798745#GSK2798745
ENSG00000111224,#antidepressants
ENSG00000111241,#BUPIVACAINE
ENSG00000111245,#DANICAMTIV#OMECAMTIV MECARBIL#MAVACAMTEN
ENSG00000111249,#rifampin
ENSG00000111252,#candesartan#Ruxolitinib
ENSG00000111262,#GUANIDINE HYDROCHLORIDE#DALFAMPRIDINE#NERISPIRDINE#AMIFAMPRIDINE#ISOFLURANE#DFMO#TEDISAMIL#ISOFLURANE#ENFLURANE#SEVOFLURANE#DALFAMPRIDINE#AMIFAMPRIDINE PHOSPHATE#DESFLURANE#SEVOFLURANE#CORTISONE#DALFAMPRIDINE#MTX#DESFLURANE#BUPIVACAINE#ENFLURANE
ENSG00000111275,#ANS-6637#ALD-401#GS-6637#heroin#FP-045#DISULFIRAM#DISULFIRAM#ETHANOL#nitroglycerin#acetaldehyde#DISULFIRAM
ENSG00000111276,#celecoxib#ALL-TRANS RETINOIC ACID#AMINOGLYCOSIDES#PD-98059#ANTIESTROGEN#KINASE INHIBITOR#METHOTREXATE#EPO#TCDD#TOMUDEX#CD40L#ERYTHROPOIETIN#IMMUNOSUPPRESSIVE#PROGESTIN#LAPATINIB#STREPTOZOTOCIN#DOXORUBICIN#ATRA#VINCRISTINE#IL-12
ENSG00000111291,#TALQUETAMAB
ENSG00000111319,#AMILORIDE#TRIAMTERENE#TRIAMTERENE#TRIAMTERENE#amiloride#P-552#IDREVLORIDE#AMILORIDE#AMILORIDE HYDROCHLORIDE#triamterene#GS-9411
ENSG00000111321,#HCBE-11#HCBE-11#Baminercept
ENSG00000111361,#HORMONES#WORTMANNIN
ENSG00000111424,"#ERGOCALCIFEROL#INECALCITOL#METHYLERGONOVINE#PROTOPORPHYRIN DISODIUM#ANAZOLENE#CYSTEINE METHYL-ESTER HCL#HOMIDIUM BROMIDE#CURCUMIN#ARACHIDONOYL GLYCINE#ARUNDINE#ZM-449829#TRIAZOPHOS#CONGO RED#FUMARPROTOCETRARIC ACID#NISOLDIPINE#FENITROTHION#E324#PROPICONAZOLE#PHANQUONE#GOSSYPOL#HYDROCORTISONE#DSC-103#CTAP-201#PMID27454349-Compound-92#PMID27454349-Compound-96#Ergocalciferol#AMBAZONE#LUNACALCIPOL#PHOSMET#ribavirin#GUANIDINYL-NALTRINDOLE DI-TRIFLUOROACETATE#GW7074#DIHYDROTACHYSTEROL#MITOXANTRONE DIHYDROCHLORIDE#CADMIUM ACETATE#STREPTONIGRIN#4-METHYLDAPHNETIN#THIOTEPA#MENADIONE#DAUNORUBICIN HYDROCHLORIDE#CAMBINOL#ZIRAM#FLUAZINAM#2-ARACHIDONOYLGLYCEROL#LOFEPRAMINE#LAWSONE#AG-1288#TYRPHOSTIN 25#FLAVOKAWAIN B#IPRONIAZID SULFATE#RABEPRAZOLE#ROSE BENGAL#IPA-3#SULFINPYRAZONE#etidronic acid#ELOCALCITOL#ED-71#MN-201#Paricalcitol#RO-23-7553#L-161982#BRONOPOL#CRYPTOTANSHINONE#4-({[2-(BENZYLOXY)PHENYL]METHYL}AMINO)PHENOL#IODOQUINOL#PYROGALLOL RED#THIOMERSAL#BENZBROMARONE#4-AMINOPHENOL#GNF-PF-1969#ISOTRETINOIN#SB-415286#P-CYANOCHALCONE#NSC-95397#CHELERYTHRINE#OXYTETRACYCLINE HYDROCHLORIDE#4-METHOXYDALBERGIONE#OBTUSAQUINONE#AG-370#CYSTEINE#AURINTRICARBOXYLIC ACID#PHOSALONE#GATIFLOXACIN#PHYSCION#DOCEBENONE#ARACHIDONOYL DOPAMINE#ERYTHROSINE#VITAMIN A#PSC-833#PROTEIN KINASE C INHIBITOR#PD-98059#daclatasvir#CAPTAN#3-METHOXYCATECHOL#ORTHO-PHTHALALDEHYDE#CHINIOFON#PURPURIN#RITANSERIN#ISOPROTERENOL#VITAMIN K#CALCIPOTRIENE#SULFOBROMOPHTHALEIN#BROMOCRIPTINE#IRIGINOL HEXAACEATATE#HEMATOXYLIN#GNF-PF-321#PYRITHIONE#MALATHION#NITAZOXANIDE#ZK-159222#ZAFIRLUKAST#CYCLOVALONE#CALCITRIOL#CALCITRIOL#CALCIPOTRIOL#Doxercalciferol#DACTINOMYCIN#DOCUSATE#PHENYLSTIBONIC ACID#medroxyprogesterone#BETA-LAPACHONE#FENBUTATIN OXIDE#BITHIONOLATE SODIUM#DALBERGIONE#MK-571#THYMOL IODIDE#GARCINOLIC ACID#(R)-ALPHA-METHYLHISTAMINE#R-N-PROPYLNORAPOMORPHINE#DIALLYLDISULFIDE#DYCLONINE#CYSTAMINE#ESTROPIPATE#DITHIOLETHIONE#SAPPANONE A DIMETHYL ETHER#Z-PRO-PROLINAL#NSC-8186#DICHLOFENTHION#GUTHION#(TRICYCLO[5.2.1.0~2,6~]DEC-8-YLOXY)CARBONOTHIOYLSULFIDE#PROROXAN#CLOFENOXYDE#(E)-DIBENZYLIDENEACETONE#TETROQUINONE#UVB#selective beta-2-adrenoreceptor agonists#conjugated estrogens#ERGOCALCIFEROL#PMID27454349-Compound-101#PMID27454349-Compound-102#PMID27454349-Compound-94#PMID27454349-Compound-98#PMID27454349-Compound-99#Inecalcitol oral#FLUACIZINE#Calcifediol#Calcidiol#CEFDITORIN PIVOXIL#CASODEX#TRIPHENYLSTANNANOL#CYSTEAMINE HYDROCHLORIDE#2-MERCAPTOBENZOTHIAZOLE#HALOPROGIN#GW7647#CHOLECALCIFEROL#PARICALCITOL#DNDI1417221#NSC-71033#5-NITROQUINOLINE#CHLORACYZINE#LINOLENIC ACID#TYRPHOSTIN 51#LEVISOPRENALINE#DNDI1417072#DOCONEXENT#1-(4-HYDROXYPHENYL)MALEIMIDE#QUINIZARIN#AGROCLAVINE#MANUMYCIN A#LINTITRIPT#RABEPRAZOLE SODIUM#CEFACLOR#NOREPINEPHRINE#TOLFENAMIC ACID#SJ000147993#THIOLUTIN#3,4-DICHLOROISOCOUMARIN#GNF-PF-2812#NSC-407228#ARA-C#boceprevir#Cholecalciferol#CHOLECALCIFEROL#TIOXOLONE#calcium#BMS-182874#Dihydrotachysterol#ALLITRIDIN#CATECHIN#HOMIDIUM#BECOCALCIDIOL#4-AMINO-[1,2]NAPHTHOQUINONE#ZOMEPIRAC SODIUM#ERGOCRYPTINE#5-HYDROXYINDOLACETIC ACID#SHIKONIN#FEPRAZONE#LOVASTATIN#THIPHENAMIL#DEPHOSTATIN#ZAPA#DICLAZURIL#THIRAM#DIENOCHLOR#NALED#ESTRAMUSTINE#PYRROLIDINE DITHIOCARBAMATE#SODIUM LAURYL SULFATE#METHOXYARACHIDONOYL FLUOROPHOSPHONATE#TOMELUKAST#TRICIFEROL#ETHACRIDINE LACTATE#DIXANTHOGEN#midazolam#17 BETA-ESTRADIOL#ALFACALCIDOL#METHANANDAMIDE#SOFALCONE#PYROGALLOL#MECARBAM#(S)APOMORPHINE#DNDI1417086#ICOSAPENT#AG-538#ICRF-193#2',4'-DIHYDROXYCHALCONE#ANANDAMIDE#NSC-108783#U-0126#ACRIFLAVINE CHLORIDE#NORSTICTIC ACID#BENSERAZIDE#TEMEFOS#VIOLASTYRENE#ETHACRYNIC ACID#VITAMIN K3H2#OXYPHENBUTAZONE#CANDESARTAN CILEXETIL#MERCURIC CHLORIDE#EPALRESTAT#rifampin#calcitriol#Seocalcitol#Calcipotriol#TAM#LITHOCHOLIC ACID#ISOETHARINE#QUINOCIDE#4,4'-DIMETHOXYDALBERGIONE#GALLIC ACID#CALCIFEDIOL#LAVENDUSTIN A#TENATOPRAZOLE#OXIDOPAMINE#HERNANDEZINE#RITONAVIR#METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE#DIPHENADIONE#GAMOLENIC ACID#AG-494#CB7969312#EDARAVONE#4,4'-DITHIODIPYRIDINE#CAPTAMINE#1,2-DIPHENYLDISULFANE#SURAMIN#LANSOPRAZOLE#3,4-DIMETHOXYDALBERGIONE#5,7-DIHYDROXYISOFLAVONE#DNDI1417614#METITEPINE#9-CIS RETINOIC ACID#VITAMIN D#vitamin d and analogues#clodronate#Falecalcitrol#S-06911#PMID27454349-Compound-100#PMID27454349-Compound-93#PMID27454349-Compound-95#WORTMANNIN#ANETHOLTRITHION#NANAOMYCIN#GW0742#CHLORPYRIFOS#ANDROGENS#SJ000044511#GNF-PF-3464#IRIGENOL#SKF-89626#BENZYL ISOTHIOCYANATE#PROSULTIAMINE#ELOCALCITOL#CHINOMETHIONAT#NORDIHYDROGUAIARETIC ACID#TYRPHOSTIN AG 879#SANGUINARIUM#2'-HYDROXYCHALCONE#IOPHENOXIC ACID#R(+)-BUTYLINDAZONE#SANGUINARINE SULFATE#CEFPIROME#L-165041#ARACHIDONYL TRIFLUOROMETHYLKETONE#BAY-11-7085#NSC-348401#CHLOROTHALONIL#DIHYDROTANSHINONE I#CEFOTAXIME#0-HEXYL-1,3-DIAMINE-PLATINUM 2,2-DICHLORIDE#TRIBROMSALAN#CALPEPTIN#PHENACYL CHLORIDE#METHYL PARATHIONE#PD-81723#ALENDRONATE#CSA#DIHYDROTACHYSTEROL#NBQX#DIHYDROTACHYSTEROL#CARBONYL CYANIDE P-TRIFLUOROMETHOXYPHENYL HYDRAZONE#GNF-PF-1134#FTI-277#PHENTHOATE#SLAZINIC ACID#MESALAMINE#DNDI1417400#CALPHOSTIN C#TINORIDINE#FURATHIOCARB#AURIN#BITHIONOLOXIDE#DI-TERT-BUTYLHYDROQUINONE#IODOACETAMIDE#MICONAZOLE#TRETINOIN#FLUPIRTINE#DESMOSDUMOTIN C#ARACHIDONIC ACID#4'-HYDROXYCHALCONE#4'-METHOXYCHALCONE#PHENYLHYDRAZINE#GW3965#3,4-METHYLENEDIOXYB-NITROSTYRENE#NIFEKALANT#MECYSTEINE HYDROCHLORIDE#ISOPRENALINE#ANTIAROL#EBSELEN#CHRYSENE-1,4-DIONE#DISULFIRAM#PROTOAPIGENONE#PROTOPORPHYRIN#DOXERCALCIFEROL#DP001#DIPYRITHIONE#TYRPHOSTIN 1#BRIMONIDINE#CALCIMYCIN#PD-0118057#OXCARBAZEPINE#DYCLONINE HYDROCHLORIDE#CALCITRIOL#BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE#GENTIAN VIOLET#FPL-55712#NIFEDIPINE#SAPPANONE A TRIMETHYL ETHER#ETHACRIDINE#TAMOXIFEN#CALCITRIOL#CALCIPOTRIENE#DOXERCALCIFEROL#Calcitriol#TCMDC-124224#PD-146176#METHYSERGIDE#AZOCYCLOTIN#MERSALYL#KETOCONAZOLE#GOSSYPETIN#DOCOSATETRA-7Z,10Z,13Z,16Z-ENOYL ETHANOLAMIDE#TCMDC-124518#BI-87E7#U-0124#ACITRETIN#3R14S-OCHRATOXIN A#DECYLUBIQUINONE#EPINEPHRINE#ALLOXAN#OXIDOPAMINE HYDROCHLORIDE#PANTOPRAZOLE#9,10-PHENANTHRENEQUINONE#PYRANTEL PAMOATE#TRIMETREXATE#LOBARIC ACID#PHENYLMERCURIC ACETATE#TETRABROMOBENZOTRIAZOLE#CHRYSOPHANOL#PENTACHLOROPHENOL#MELENGESTROL ACETATE#INAMRINONE#U-74389G MALEATE#CHLORANIL#GNF-PF-3561#ALITRETINOIN#2-(4-HYDROXYBENZYLIDENE)MALONONITRILE#NSC-7387#RETINYL ACETATE#ANTIOXIDANT#9-CRA#dexamethasone#INECALCITOL#ERGOCALCIFEROL#PMID27454349-Compound-91#PMID27454349-Compound-97#BENSERAZIDE HYDROCHLORIDE#4-CHLOROMERCURIBENZOIC ACID#deferasirox#PATULIN#ROTTLERIN#STAUROSPORINE#BAY-11-7082#NSC-677438#PEFCALCITOL#ELDECALCITOL#GANGALEOIDIN#URACIL MUSTARD#S-(P-AZIDOPHENACYL)GLUTATHIONE#CHLORPYRIFOS-METHYL#CYSTAMINE DIHYDROCHLORIDE#GNF-PF-4384#ARACHIDONOYL GABA#JUGLONE#BITHIONOL#PH-011685#DNDI1417185#ZM-39923 HCL#NSC-228155#OMEPRAZOLE#2-BENZOYL-5-METHOXYBENZOQUINONE#PLUMBAGIN#peginterferon alfa-2a#alendronate#PARICALCITOL#PARICALCITOL#BROMOENOL LACTONE#TESTOSTERONE#peginterferon alfa-2b#ISOLIQUIRITIGENIN#KEPONE#TANSHINONE IIA SULFONATE#APOMORPHINE#GLIOTOXIN#PARAPLATIN#IDEBENONE#CY-208243#DESERPIDINE#DNDI1417420#DNDI1417181#PURPUROGALLIN#TYRPHOSTIN A9#FTI-276#CINTAZONE#IODOPHTHALEIN#NITROXOLINE#RAC-NUTLIN-3#PROTHIOFOS#TRIPHENYLSTANNYL ACETATE#2-AMINOETHOXYDIPHENYL BORATE#LAPACHOL#SB-408124#SULINDAC SULFIDE#ANTISERUM#CAMPTOTHECIN#raloxifene#AM580#DAMNACANTHAL#2,6-DIMETHOXYQUINONE#AMOXAPINE#CHALCONE#TYRPHOSTIN 23#DHT#TRIBUTYLTIN-OXIDE#ILX23-7553#SEOCALCITOL#BENZIODARONE#CEFONICID#IODOFORM#CARBARIL#METHOTREXATE#1-BENZYLMALEIMIDE#REVERSETRIIODOTHYRONINE#TETRAIDOFLUORESCEIN#ELLAGIC ACID#KETOCONAZOLE#DIAMIDE#ALAZANINE#STICTIC ACID#HEXACHLOROPHENE#ECONAZOLE NITRATE#HAEMATOXYLIN#GUANIDINONALTRINDOLE#PYRITHIONE ZINC#TANSHINONE IIA#CARNOSIC ACID#TETRAHYDROGAMBOGIC ACID#TPCK#CAFFEINE#calcipotriol#CALCIPOTRIOL#DNDI1417080#RO-106-9920#DIHYDROGAMBOGIC ACID#7,8-DIHYDROXYFLAVONE#DIMETHYL GAMBOGATE#KOPARIN#CALCITRIOL"
ENSG00000111537,#SURAMIN#VPM-4-001#EMAPALUMAB#AMITRIPTYLINE#ALL-TRANS RETINOIC ACID#MELPHALAN#Fumaric acid#AMG-811#DHPG#AUTOLOGOUS LYMPHOCYTES#THROMBIN#FONTOLIZUMAB#AMIKACIN#PEFLOXACIN#AMG 811#URSODEOXYCHOLIC ACID#GLUCOCORTICOID#CYCLOPHOSPHAMIDE#MELATONIN#THEOPHYLLINE#MONOCLONAL ANTIBODY 17-1A#Tumor necrosis factor alpha (TNF-alpha) inhibitors#FONTOLIZUMAB#Emapalumab#CISPLATIN#5&APOS;-DEOXY-5-FLUOROURIDINE#BLEOMYCIN#TRASTUZUMAB#PREDNISONE#RECOMBINANT INTERLEUKIN-1-BETA#METHYLPREDNISOLONE#INTERFERON ALPHA-2B#VIR-201#CIGB-128#IBUPROFEN
ENSG00000111581,#Platinum compounds
ENSG00000111640,"#BISPHOSPHONATES#NSC-95397#OMIGAPIL#GALLIC ACID#DEFEROXAMINE#OESTRADIOL#THIRAM#NSC-119911#PROTEIN SYNTHESIS INHIBITOR#GNF-PF-2272#TCMDC-124224#TAMOXIFEN#NSC-92207#GNF-PF-67#SELENIUM#ANESTHETICS#NSC-228155#PURPUROGALLIN#Omigapil#9,10-PHENANTHRENEQUINONE#SODIUM BUTYRATE"
ENSG00000111641,#IL-4#TENIPOSIDE#TOPOISOMERASE-I INHIBITOR#VINBLASTINE#KINASE INHIBITOR#PHOSPHOROTHIOATE OLIGONUCLEOTIDE#BFGF#METHOTREXATE#HORMONES#ANTISENSE OLIGONUCLEOTIDES#TETRACYCLINE#TAXOL#PROTEIN SYNTHESIS INHIBITOR#PHOSPHATE BUFFER#CYTOKINES#PMA#IL-2#INSULIN#STEEL FACTOR#ADJUVANT#STAUROSPORINE
ENSG00000111642,#vorinostat
ENSG00000111664,"#nortriptyline#hmg coa reductase inhibitors#opioids#sibutramine#sildenafil#torasemide#telmisartan#furosemide#sumatriptan#olanzapine#hydralazine / isosorbide dinitrate#methadone#antipsychotics#Thiazides, plain#bumetanide#diuretics"
ENSG00000111665,#diuretics
ENSG00000111666,#lamivudine
ENSG00000111667,#VIALININ A#diuretics
ENSG00000111671,#methylphenidate#PHENYLTHIAZOL-2-AMINE
ENSG00000111674,#NERVE GROWTH FACTOR#FLOXURIDINE#TRIIODOTHYRONINE#INDOMETHACIN#FENRETINIDE#GABAPENTIN#PROPOFOL#INSULIN#STREPTOZOTOCIN#SODIUM BUTYRATE
ENSG00000111679,#IL-4#SORAFENIB#TOFACITINIB#HEN EGG LYSOZYME#BDBM50054344#4-HYDRAZINYLBENZENESULFONIC ACID#NSC-87877
ENSG00000111700,#SULFOBROMOPHTHALEIN#hmg coa reductase inhibitors#lovastatin#ISOSILYBIN B#SILIBININ#voriconazole#irinotecan#telmisartan#rosuvastatin#warfarin#paclitaxel#atorvastatin#fluvastatin#sunitinib#pravastatin#DIOSCIN#mycophenolic acid#carboplatin#simvastatin#SILYDIANIN#ELTROMBOPAG#MK-8245
ENSG00000111725,#METFORMIN HYDROCHLORIDE#metformin#METFORMIN#SAPONARIN#ACADESINE#PROPYLTHIOURACIL#METFORMIN#ANTIOXIDANT#PROGESTERONE#WORTMANNIN#METFORMIN
ENSG00000111732,#JX-929
ENSG00000111790,#brivanib
ENSG00000111802,"#(-)-DICENTRINE#9,10-PHENANTHRENEQUINONE#GNF-PF-4418"
ENSG00000111816,#GW441756X#TAMATINIB#ENTRECTINIB#GEFITINIB#REGORAFENIB#CENISERTIB#TAE-684#PF-562271#SB-202190#LINIFANIB#RG-1530#ILORASERTIB#ILORASERTIB#SB-203580#CYC-116#SP-600125#XL-228#REGORAFENIB#TAK-715#DASATINIB#CEDIRANIB#OSI-632#VATALANIB#ALISERTIB#ENMD-981693#ERLOTINIB#TG100-801#SNS-314#IMATINIB
ENSG00000111817,#abiraterone#prednisolone
ENSG00000111886,#NG2-73#TRIAZOLAM#EVT-201#NITRAZEPAM#DIAZEPAM#CHLORDIAZEPOXIDE#ESTAZOLAM#CLOTIAZEPAM#PRAZEPAM#CLORAZEPATE#OXAZEPAM#BROMAZEPAM#CNS-7056#CLOBAZAM#FLURAZEPAM#FLURAZEPAM#QUAZEPAM#CLONAZEPAM#LORAZEPAM#TEMAZEPAM#CLOTIAZEPAM#ADINAZOLAM#MIDAZOLAM#MIDAZOLAM#TRIAZOLAM#ALPRAZOLAM#OCINAPLON#DIAZEPAM#QUAZEPAM#FLUDIAZEPAM#CLOBAZAM#LORAZEPAM#ALPRAZOLAM#BROMAZEPAM#NITRAZEPAM#CHLORDIAZEPOXIDE#FLUDIAZEPAM#HALAZEPAM#ESTAZOLAM#HALAZEPAM#ADINAZOLAM#CLORAZEPATE#OXAZEPAM#TEMAZEPAM#CINOLAZEPAM#PRAZEPAM#CINOLAZEPAM#CLONAZEPAM
ENSG00000111913,#Drugs For Treatment Of Tuberculosis#rifampin
ENSG00000111962,#nortriptyline
ENSG00000112031,#antidepressants
